,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,17.494172932330827,"[17.185714285714287, 17.80263157894737]",0.4362264014763629,19.2937656641604,2.5450084481014312
1,2013,21.093358395989974,"[19.30952380952381, 22.87719298245614]",2.522723065210652,19.2937656641604,2.5450084481014312
