,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,1.8571428571428572,"[2.2142857142857144, 1.5]",0.5050762722761055,1.8637218045112782,0.009304036594559787
1,2013,1.8703007518796992,"[1.5476190476190477, 2.192982456140351]",0.4563408424950777,1.8637218045112782,0.009304036594559787
