,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,7.268518518518519,"[5.833333333333333, 8.703703703703704]",2.0296583534058312,8.11574074074074,1.198153157010539
1,2013,8.962962962962964,"[7.777777777777778, 10.148148148148149]",1.6761049628125577,8.11574074074074,1.198153157010539
