,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,5.307330827067669,"[5.285714285714286, 5.328947368421052]",0.030570405953553537,5.682800751879698,0.5309946599323789
1,2013,6.058270676691729,"[5.809523809523809, 6.307017543859649]",0.351781193146691,5.682800751879698,0.5309946599323789
