,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,2.8494360902255638,"[3.1857142857142855, 2.513157894736842]",0.47556918479050125,2.735338345864662,0.16135857751136612
1,2013,2.6212406015037595,"[2.3214285714285716, 2.9210526315789473]",0.42399823909494094,2.735338345864662,0.16135857751136612
