,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,0.31193093265523747,"[0.32934131736526945, 0.2945205479452055]",0.02462200218306039,0.3258091688304052,0.01962678982073919
1,2013,0.33968740500557304,"[0.3237410071942446, 0.35563380281690143]",0.02255161205577729,0.3258091688304052,0.01962678982073919
