,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,2.2359243697478988,"[2.0404761904761903, 2.4313725490196076]",0.2764054658671784,2.5174540839637327,0.3981431400550539
1,2013,2.7989837981795667,"[2.8551959114139693, 2.7427716849451644]",0.07949593290574408,2.5174540839637327,0.3981431400550539
