,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,0.8544828151915347,"[0.9281437125748503, 0.7808219178082192]",0.10417224009605767,0.8811247797712664,0.03767742763692014
1,2013,0.907766744350998,"[0.935251798561151, 0.8802816901408451]",0.038869736426558055,0.8811247797712664,0.03767742763692014
