,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,0.6757518796992481,"[0.7857142857142857, 0.5657894736842105]",0.15551032593764297,0.693295739348371,0.024810764252159563
1,2013,0.7108395989974937,"[0.5357142857142857, 0.8859649122807017]",0.2476645931599499,0.693295739348371,0.024810764252159563
