,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,0.5838235294117646,"[0.6617647058823529, 0.5058823529411764]",0.11022546883202064,0.5538278364737497,0.04242031576571963
1,2013,0.5238321435357347,"[0.48375451263537905, 0.5639097744360902]",0.05667832916706592,0.5538278364737497,0.04242031576571963
