,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,0.017123287671232876,"[0.0, 0.03424657534246575]",0.024215985657073544,0.014723615666602352,0.003393648694195518
1,2013,0.01232394366197183,"[0.0, 0.02464788732394366]",0.017428688268682508,0.014723615666602352,0.003393648694195518
