,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD,YEARS_MEAN,YEARS_STD
0,1963,3.860457872318465,"[3.935993349958437, 3.7849223946784925]",0.10682329691877859,4.035397491793797,0.2474019824584037
1,2013,4.21033711126913,"[4.0092478421701605, 4.411426380368098]",0.28438317160745485,4.035397491793797,0.2474019824584037
