,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD
0,1963,0.37615361079135645,"[0.3998107344632748, 0.35249648711943804]",0.033456225143564576
1,2013,0.38893059215324133,"[0.39778349600709917, 0.3800776882993835]",0.0125198966965108
