,YEAR,YEAR_VAL,STUDENT_VALS,STUDENT_STD
0,1963,61.33025062460184,"[82.26658070115361, 40.39392054805006]",29.60844194057926
1,2013,75.0691862326828,"[79.31584066645584, 70.82253179890975]",6.005676294953678
