,MEASURE,FILENAME,ALL_VALS,MEAN,STD
0,HD-D,express_all.wpl,"[0.8830422455991954, 0.8628436007334597, 0.8727277059590529]",0.872871184097236,0.008246686327858426
1,HD-D,zeit_all.wpl,"[0.8663459490127235, 0.8600092374671684, 0.8563817269412155]",0.8609123044737025,0.004117691739012675
