,MEASURE,FILENAME,ALL_VALS,MEAN,STD
0,MTLD,express1tokens.txt,"[194.52519610092833, 196.44374446543995, 277.5133467466304, 199.41408132921453, 232.09689922480618, 239.0109036748345, 84.64608577846272, 194.94849785407726, 252.29784688995215, 209.31970630919417, 185.20670391061452, 198.32962970831295, 213.9186991869919, 251.5, 172.17275411329746, 292.00913658634136, 237.60919540229884, 252.61796309273535, 204.82464681665218, 278.8123183599226, 222.57226238286478, 158.93402256418392, 182.13951670591638, 213.40085162115395, 201.85287725584095, 226.2886655499721, 188.59105936087423, 140.0680024286582, 213.33972631142444, 190.5, 196.4900461277009, 162.66795434591745, 214.26804892998962, 208.92392013571708, 145.02962428738238, 220.3679105611081, 254.6419516861995, 192.65962424330127, 215.8784863892202, 256.0, 266.3300958249382, 204.33220841642378, 200.1672595449582, 211.32107906851934, 266.0045484080572, 275.63612961841307, 120.33871194365737, 210.20125782099979, 168.90260351317443, 235.38396456593858, 189.67557540710965, 270.5103092783505, 166.1910541242845, 193.76506059507392, 171.69182973198554, 208.0751960890624, 168.3431616075826, 238.15497303548077, 247.92396836085044, 228.31760280167023, 200.9773720847327, 174.26271154727715, 52.04003759398496, 221.58599054657316, 263.13616186808804, 257.8046179434498, 208.01942191795507, 208.13053812511885, 290.93359038693785, 207.50123706702655, 245.43882275132273, 279.8008471552648, 134.73011363636363, 269.4743418116912, 242.1368752000473, 186.60050675675677, 185.30179704016913, 175.63104137477572, 267.1935474030992, 219.00488145048814, 254.79465301478956, 278.6197082888652, 288.03401704710916, 205.32125935867788, 251.84677419354838, 166.57928118393235, 166.05713629566546, 339.86495435131854, 272.5135993446794, 170.02531197680239, 163.75300190110056, 199.08217076803487, 175.7921093988225, 166.1061039900162, 268.1607435818489, 270.5106400212395, 273.49392738212293, 218.08658404360318, 178.33916083916083, 267.6217480904978, 268.8232715540671, 202.9581570212833, 183.95138150903296, 222.81186094069528, 162.56137566137568, 181.30861284341816, 258.0, 244.19161134580568, 210.19557798050704, 197.6429594517292, 202.70555773670463, 222.8058474804635, 221.7960103758271, 267.538968021841, 258.7367688859501, 223.93797701715312, 154.98494623655915, 214.66801560919208, 263.18521485260175, 243.17659518136085, 194.1584324754925, 182.01787903798277, 210.14233841684822, 281.4633594753418, 195.31525524927855, 161.33439943141437, 232.56801708942825, 178.1156156156156, 269.00804369317217, 379.64838537496667, 182.61767626613704, 158.13692359708364, 195.38467110475864, 156.5594389213569, 261.8168112644005, 213.69575053636345, 198.73854842525668, 218.04712178566768]",215.59532762604167,45.82126597296535
1,MTLD,zeit1tokens_edited_corrected.txt,"[206.2208637698468, 235.02889825406385, 277.8417408167531, 197.33672667023285, 216.95053730963662, 162.8745138755321, 265.6349911711922, 214.37325500649672, 225.39974327852536, 256.09717979393486, 297.86655801102665, 257.05323189284326, 157.72881954859415, 129.15078419732282, 172.68895806963988, 61.60238406270412, 196.16054452315035, 196.68658532766017, 262.0343013996163, 240.85983510011778, 268.19944075398854, 249.63502725226988, 125.80735946089732, 121.92920515313563, 200.625, 147.5920997920998, 195.06343925782892, 251.43970189701898, 202.8925967324764, 124.06273121303022, 129.59617501375894, 154.6004176641369, 201.43576207664745, 197.6041821448286, 247.15974145891045, 149.50593123906117, 126.74667931688805, 99.04371584699453, 114.98238255033556, 158.296605431638, 231.67798927332, 156.5852051940444, 168.81704109926187, 256.9084216044298, 230.08544163337774, 169.72607859888936, 198.02746535252234, 210.8934408378622, 164.92748445150193, 162.79098419540227, 208.56860150796868, 182.92789189697282, 185.04588509093097, 190.62920119960407, 238.63508992053534, 283.63893460654754, 225.2827868852459, 199.67543463535785, 200.7200575494196, 183.7681632712435, 238.61577868852459, 158.35632183908046, 198.59440726577438, 167.4483245310508, 208.5458109633712, 206.62241462241462, 110.25537740308856, 257.1712928351618, 167.72945560425467, 187.076157163743, 298.13729669676655, 187.3857219741453, 283.99982299631836, 212.1517475484033, 254.39319055464034, 198.6800087288023, 202.50645573729224, 222.641797752809, 259.6015047181841, 181.20909268628142, 189.09754043272332, 263.13061435209084, 209.6309016614827, 207.32146521079704, 185.9508300270425, 161.66022647147247, 62.61219117051438, 259.86698526483474, 189.3902550144044, 156.11089341692792, 292.06479009832543, 159.42054325521758, 283.9012635919567, 192.54447659788627, 140.21191626409018, 183.3591359135914, 193.26634250333922, 202.86577863544528, 264.5476460420423, 225.33408002451745, 205.80030299629675, 190.80731982689207, 212.89402469846098, 232.07847426379556, 215.32165132165136, 207.7166212437659, 173.35743267000896, 207.17874482361498, 135.26422287390028, 149.37073170731708, 155.62765426865002, 194.62390590809628, 211.88532382914943, 163.02089101434683, 146.95729431760208, 167.43682595569302, 122.96983408748116, 259.1492050975799, 338.56561085972857, 156.75394736842105, 296.5011597503374, 207.93535394365486, 254.18736017897095, 257.7245056055868, 209.80203180582686, 211.54170619572358, 285.15582809590313, 162.43770410205028, 189.95529630499854, 212.94910974668343, 198.95213874349844, 182.70801815431165, 198.5338453645582, 432.468138832072, 228.26521344232515, 151.2, 331.100259286885]",203.11494737287535,53.57288785754232
