,MEASURE,FILENAME,ALL_VALS,MEAN,STD
0,MATTR,express1tokens.txt,"[0.548, 0.5305357142857142, 0.606, 0.552, 0.5488, 0.606, 0.5223333333333334, 0.5348, 0.606, 0.5627500000000001, 0.5571578947368423, 0.5477142857142858, 0.5685714285714286, 0.5904999999999999, 0.5531250000000001, 0.5997499999999999, 0.5995384615384615, 0.5753333333333334, 0.5391250000000001, 0.594, 0.5637142857142857, 0.5484, 0.57725, 0.5647000000000001, 0.5646666666666667, 0.5562962962962964, 0.5668, 0.527904761904762, 0.57, 0.5564444444444444, 0.5929166666666666, 0.546, 0.550095238095238, 0.5734285714285713, 0.4589333333333333, 0.578, 0.5932, 0.5336000000000001, 0.5526666666666668, 0.5515384615384615, 0.5623333333333335, 0.554, 0.5687, 0.564, 0.612, 0.5764347826086956, 0.5266666666666667, 0.5539166666666667, 0.523, 0.6003999999999999, 0.5736, 0.5996363636363637, 0.4805, 0.5400000000000001, 0.5323333333333333, 0.5653333333333332, 0.5816666666666667, 0.5564285714285717, 0.5759999999999998, 0.58, 0.5602857142857143, 0.5274285714285715, 0.408, 0.5736, 0.5705882352941176, 0.5648000000000001, 0.5611666666666667, 0.5744285714285713, 0.618, 0.5733333333333333, 0.592, 0.5822857142857144, 0.508, 0.5768235294117647, 0.582, 0.5568750000000001, 0.528, 0.5433333333333333, 0.611, 0.5917999999999999, 0.5786666666666667, 0.5820784313725489, 0.6004999999999999, 0.544, 0.575, 0.5204, 0.49499999999999994, 0.6047499999999999, 0.6017142857142856, 0.5302500000000001, 0.5146666666666667, 0.5551111111111112, 0.564, 0.5334545454545455, 0.582, 0.592153846153846, 0.6057391304347827, 0.558, 0.5393333333333334, 0.5748, 0.5835999999999999, 0.589, 0.573, 0.5819999999999999, 0.549142857142857, 0.5548571428571429, 0.5649411764705882, 0.5775909090909092, 0.5291999999999997, 0.5534, 0.5391111111111111, 0.55525, 0.604, 0.599, 0.5817142857142857, 0.5645263157894735, 0.5258823529411765, 0.5643999999999999, 0.58, 0.5485, 0.5523333333333333, 0.532, 0.5488571428571429, 0.5673999999999999, 0.5488000000000001, 0.5419999999999999, 0.5490769230769232, 0.538, 0.6113333333333334, 0.652, 0.5464444444444445, 0.5176000000000001, 0.5482499999999999, 0.50375, 0.586, 0.5853846153846154, 0.5433333333333333, 0.5983333333333332]",0.5618907163661739,0.031672639117668815
1,MATTR,zeit1tokens_edited_corrected.txt,"[0.57, 0.5995999999999999, 0.5986666666666667, 0.5676363636363635, 0.553, 0.5195555555555555, 0.5973333333333333, 0.6043636363636362, 0.6144444444444443, 0.5876363636363635, 0.635, 0.5579999999999999, 0.5446666666666667, 0.5084, 0.531, 0.401, 0.5677999999999999, 0.5300000000000001, 0.59375, 0.564, 0.5848888888888889, 0.6264210526315788, 0.4985714285714286, 0.605, 0.608111111111111, 0.5665714285714285, 0.5798857142857142, 0.614, 0.5684999999999999, 0.549, 0.5722666666666666, 0.554, 0.5885384615384616, 0.598, 0.5708571428571427, 0.6085454545454546, 0.5255, 0.5, 0.5220000000000001, 0.5237647058823529, 0.5939310344827585, 0.518, 0.5482666666666668, 0.5833333333333334, 0.5683333333333332, 0.5300952380952383, 0.5653333333333334, 0.5711428571428571, 0.5559259259259262, 0.5525263157894738, 0.581142857142857, 0.5938823529411765, 0.55, 0.554, 0.592529411764706, 0.615, 0.5893333333333333, 0.5720769230769229, 0.5773333333333334, 0.5488, 0.5905, 0.5782857142857142, 0.5658999999999998, 0.5677142857142857, 0.5928800000000001, 0.6041538461538463, 0.5323636363636364, 0.5923636363636363, 0.5536000000000001, 0.571, 0.6274285714285714, 0.5421111111111112, 0.6113939393939395, 0.6092682926829271, 0.61, 0.5794285714285714, 0.58, 0.5940000000000001, 0.5963750000000001, 0.5655, 0.582, 0.607, 0.5865714285714285, 0.5705714285714285, 0.5248571428571429, 0.5579999999999999, 0.512909090909091, 0.5748888888888888, 0.5936842105263158, 0.5021818181818181, 0.617, 0.5640000000000001, 0.6232, 0.558, 0.5145333333333334, 0.540923076923077, 0.59, 0.6009090909090908, 0.616, 0.5788, 0.5825999999999998, 0.6145, 0.5702857142857142, 0.6020000000000001, 0.5571724137931036, 0.5772631578947368, 0.5747499999999999, 0.578, 0.573, 0.5779, 0.544, 0.5566666666666666, 0.5405, 0.5288, 0.5689999999999998, 0.5050000000000001, 0.5276969696969697, 0.606, 0.6337999999999999, 0.536135593220339, 0.6353333333333334, 0.5599999999999999, 0.6115833333333335, 0.5909090909090909, 0.5731999999999999, 0.5843999999999999, 0.6115833333333336, 0.53725, 0.5513333333333333, 0.5764285714285714, 0.559, 0.5541904761904762, 0.5801818181818181, 0.6671111111111112, 0.5843749999999999, 0.5147999999999999, 0.620108108108108]",0.5716672662406304,0.035551081891705236
